p,coverage rate,avg length,method,F1 score,E size
20,0.8333333333333334,0.26125046413941644,Naive,0.35294117647058826,12
20,1.0,0.3468926482067045,Approx,0.45454545454545453,32
20,1.0,0.4753708817314571,Data Splitting,0.0909090909090909,2
20,0.5,0.2690040911831282,Naive,0.17391304347826084,4
20,1.0,0.35595036959312487,Approx,0.35714285714285715,14
20,1.0,0.3982850242484113,Data Splitting,0.08333333333333333,2
20,0.5,0.2534211554384344,Naive,0.16,4
20,1.0,0.3228156078469686,Approx,0.2857142857142857,10
20,1.0,0.33996265571234496,Data Splitting,0.16,4
20,0.8,0.2680393472814253,Naive,0.3571428571428571,10
20,0.8333333333333334,0.3464404639936776,Approx,0.4,24
20,1.0,0.3610652111633269,Data Splitting,0.06666666666666667,4
20,0.6666666666666666,0.26194517817075214,Naive,0.29411764705882354,12
20,0.8888888888888888,0.3520601020339381,Approx,0.3243243243243243,18
20,1.0,0.37530544014791023,Data Splitting,0.18181818181818182,4
20,0.5,0.2634978344662714,Naive,0.24999999999999997,8
20,0.7777777777777778,0.3423815734512647,Approx,0.3448275862068966,18
20,1.0,0.3687565724151892,Data Splitting,0.07692307692307693,2
20,0.6666666666666666,0.27632177586961687,Naive,0.21428571428571425,6
20,1.0,0.35799903125490884,Approx,0.3888888888888889,22
20,1.0,0.4064735909005919,Data Splitting,0.07692307692307693,2
20,0.8,0.2700419110343957,Naive,0.33333333333333337,10
20,0.9090909090909091,0.36440003156869377,Approx,0.4444444444444444,22
20,1.0,0.3696013383063993,Data Splitting,0.07692307692307693,2
20,1.0,0.2580998999931404,Naive,0.07692307692307693,2
20,1.0,0.3415972667019621,Approx,0.06666666666666667,10
20,1.0,0.4155305368267195,Data Splitting,0.0689655172413793,2
20,0.5,0.2581981827645278,Naive,0.25,8
20,0.8333333333333334,0.34610879802028244,Approx,0.45000000000000007,24
20,1.0,0.36023796172511724,Data Splitting,0.08333333333333334,4
20,0.5,0.2663556779299985,Naive,0.3076923076923077,8
20,1.0,0.36135584562443845,Approx,0.30303030303030304,22
20,0.0,0.45549352995107273,Data Splitting,0.08333333333333333,2
20,0.5,0.2920222405752301,Naive,0.16,4
20,0.8333333333333334,0.34617221485370525,Approx,0.2857142857142857,24
20,1.0,0.37612841194038893,Data Splitting,0.16,4
20,1.0,0.2685276985530013,Naive,0.08333333333333333,2
20,0.3333333333333333,0.3138353734103438,Approx,0.15384615384615383,6
20,1.0,0.44123422185323014,Data Splitting,0.08333333333333333,2
20,0.5,0.2925683242286542,Naive,0.16,4
20,0.9,0.34982437506173436,Approx,0.30303030303030304,20
20,1.0,0.37879868578755843,Data Splitting,0.07999999999999999,2
20,0.5,0.26726216419696813,Naive,0.15384615384615385,4
20,0.75,0.35106512861149186,Approx,0.25,16
20,1.0,0.3694158521643986,Data Splitting,0.07407407407407407,2
20,0.0,0.30263932796581594,Naive,0.07407407407407407,2
20,0.8,0.3234528303220255,Approx,0.12903225806451613,10
20,1.0,0.3241894971483593,Data Splitting,0.07692307692307693,2
20,1.0,0.24868544547131727,Naive,0.2758620689655173,8
20,1.0,0.32957372818135855,Approx,0.33333333333333337,10
20,1.0,0.35961481678658735,Data Splitting,0.24000000000000002,6
20,0.6666666666666666,0.25748928083107275,Naive,0.24000000000000002,6
20,0.7777777777777778,0.3475289081389332,Approx,0.3870967741935484,18
20,1.0,0.3579032567604718,Data Splitting,0.18181818181818182,4
20,0.6666666666666666,0.24684340603085295,Naive,0.2608695652173913,6
20,1.0,0.3366344626133304,Approx,0.24,10
20,1.0,0.4040515782444205,Data Splitting,0.08333333333333333,2
20,1.0,0.2785503624649745,Naive,0.16,4
20,0.8,0.33595649033513075,Approx,0.42424242424242425,20
20,1.0,0.40237293033889576,Data Splitting,0.07692307692307693,2
20,1.0,0.24170660734444252,Naive,0.21428571428571425,6
20,0.6666666666666666,0.33572295212575765,Approx,0.23529411764705882,18
20,1.0,0.42617245113448854,Data Splitting,0.14814814814814814,4
20,0.75,0.27363218197936506,Naive,0.2758620689655173,8
20,0.9166666666666666,0.34111520792235744,Approx,0.43243243243243246,24
20,1.0,0.3697313540066723,Data Splitting,0.07142857142857142,2
20,1.0,0.2529085323047236,Naive,0.13793103448275862,4
20,0.7777777777777778,0.3344051861278517,Approx,0.2777777777777778,18
20,1.0,0.34392877896595164,Data Splitting,0.0909090909090909,2
20,1.0,0.25286858137265616,Naive,0.0909090909090909,2
20,1.0,0.36804417915699306,Approx,0.27586206896551724,16
20,1.0,0.324648940778223,Data Splitting,0.0689655172413793,2
20,1.0,0.272665028398174,Naive,0.0689655172413793,2
20,1.0,0.30139810044672943,Approx,0.0,4
20,1.0,0.30027866883853394,Data Splitting,0.08695652173913045,2
20,1.0,0.24284721580709062,Naive,0.16666666666666669,4
20,1.0,0.328079775431361,Approx,0.35714285714285715,12
20,1.0,0.39148209378262,Data Splitting,0.0,4
20,0.75,0.2571178080269057,Naive,0.29629629629629634,8
20,1.0,0.3331072209483141,Approx,0.36363636363636365,20
20,0.6666666666666666,0.37263967917135554,Data Splitting,0.2222222222222222,6
20,0.4,0.2668736375373535,Naive,0.3448275862068966,10
20,0.625,0.3570593642936864,Approx,0.3125,16
20,1.0,0.3363119047063634,Data Splitting,0.1,2
20,0.5,0.2653377258398035,Naive,0.34782608695652173,8
20,0.8571428571428571,0.3170354514357469,Approx,0.3076923076923077,14
20,1.0,0.3791029211047541,Data Splitting,0.1,2
20,1.0,0.24704116047451238,Naive,0.2727272727272727,6
20,1.0,0.32027987348330345,Approx,0.23999999999999996,12
20,1.0,0.376133978569253,Data Splitting,0.0909090909090909,2
20,0.0,0.25692544820021856,Naive,0.25,6
20,0.8,0.3439154618630077,Approx,0.3076923076923077,10
20,1.0,0.39477841578225514,Data Splitting,0.07407407407407407,2
20,1.0,0.2414754891968908,Naive,0.2666666666666667,8
20,1.0,0.34338545766968315,Approx,0.35000000000000003,28
20,1.0,0.3846695625069221,Data Splitting,0.07407407407407407,4
20,0.75,0.26606224814726326,Naive,0.2758620689655173,8
20,0.625,0.34476535810370884,Approx,0.36363636363636365,16
20,1.0,0.43675337235580414,Data Splitting,0.07407407407407407,2
20,0.5,0.29285880849513146,Naive,0.14285714285714288,4
20,1.0,0.36057385994122876,Approx,0.1875,12
20,1.0,0.3649501241213383,Data Splitting,0.07692307692307693,2
20,0.5,0.2670716661041402,Naive,0.14814814814814814,4
20,0.6,0.331794585482729,Approx,0.33333333333333337,10
20,1.0,0.3651102619903397,Data Splitting,0.24000000000000002,6
20,0.5,0.26661253178899535,Naive,0.3076923076923077,8
20,0.8,0.3430809757118404,Approx,0.37037037037037035,10
20,1.0,0.3936660192064213,Data Splitting,0.0909090909090909,2
20,0.0,0.2934831925771912,Naive,0.17391304347826084,4
20,0.8333333333333334,0.3476179898435707,Approx,0.22222222222222224,12
20,1.0,0.395119212129876,Data Splitting,0.08333333333333333,2
20,0.6666666666666666,0.2474459868052787,Naive,0.23076923076923078,6
20,1.0,0.349067439892924,Approx,0.48484848484848486,20
20,1.0,0.33313561426102634,Data Splitting,0.07692307692307693,2
20,1.0,0.25938282808793356,Naive,0.2758620689655173,8
20,1.0,0.3485742480788777,Approx,0.3888888888888889,22
20,1.0,0.38580563984648314,Data Splitting,0.15384615384615383,6
20,1.0,0.2278165469749934,Naive,0.16,4
20,1.0,0.3371967949334862,Approx,0.25806451612903225,16
20,0.5,0.358366882175859,Data Splitting,0.08695652173913042,4
20,0.5,0.2501001222034882,Naive,0.08695652173913042,4
20,0.8333333333333334,0.3480731527495529,Approx,0.14814814814814814,12
20,1.0,0.32292693013501017,Data Splitting,0.07999999999999999,2
20,1.0,0.23208531561032023,Naive,0.2222222222222222,6
20,1.0,0.31845855711806514,Approx,0.4,22
20,1.0,0.4016729219304649,Data Splitting,0.08333333333333333,2
20,0.6666666666666666,0.24636937872558015,Naive,0.23076923076923078,6
20,0.8888888888888888,0.3157886673182342,Approx,0.43750000000000006,18
20,1.0,0.4013978100684822,Data Splitting,0.08333333333333333,2
20,1.0,0.23572057735462723,Naive,0.23076923076923078,6
20,1.0,0.33467921955933305,Approx,0.3448275862068966,12
20,1.0,0.3618748590202773,Data Splitting,0.2857142857142857,8
20,0.6666666666666666,0.2692014428510026,Naive,0.4,12
20,1.0,0.3627663775121907,Approx,0.42424242424242425,18
20,1.0,0.31147266833266307,Data Splitting,0.07407407407407407,2
20,1.0,0.24084729535756652,Naive,0.14285714285714288,4
20,0.9090909090909091,0.3650472484456801,Approx,0.27027027027027023,22
20,1.0,0.4070602173764623,Data Splitting,0.08333333333333333,2
20,0.8333333333333334,0.24952180152595213,Naive,0.41379310344827586,12
20,1.0,0.3371049285042091,Approx,0.5555555555555555,26
20,1.0,0.44123521516364256,Data Splitting,0.07692307692307693,2
20,0.75,0.2557259620243512,Naive,0.2758620689655173,8
20,0.8,0.33837703282703846,Approx,0.26666666666666666,10
20,1.0,0.32843660724338647,Data Splitting,0.0,2
20,0.0,0.24778939630821015,Naive,0.0,2
20,0.875,0.3274635302406709,Approx,0.26666666666666666,16
20,0.5,0.401298349641777,Data Splitting,0.2758620689655173,8
20,0.5,0.25725578073995076,Naive,0.3870967741935484,12
20,0.8888888888888888,0.3456831305636727,Approx,0.5294117647058824,18
50,0.0,0.4198910557371971,Data Splitting,0.04545454545454545,2
50,0.6666666666666666,0.28333494682894483,Naive,0.13043478260869565,6
50,1.0,0.37225537889244714,Approx,0.15384615384615385,18
50,1.0,0.42229540269660565,Data Splitting,0.04545454545454545,4
50,0.8,0.2754808907999422,Naive,0.1702127659574468,10
50,0.8461538461538461,0.3630459654286369,Approx,0.32727272727272727,26
50,1.0,0.5954657274244975,Data Splitting,0.052631578947368425,2
50,0.5,0.2867904917636204,Naive,0.10256410256410257,4
50,1.0,0.35961953267640673,Approx,0.23076923076923078,30
50,1.0,0.4296163073316726,Data Splitting,0.0,2
50,1.0,0.27293530071516353,Naive,0.05,2
50,1.0,0.36358995841163394,Approx,0.16666666666666666,18
50,0.3333333333333333,0.5685233403551111,Data Splitting,0.09302325581395349,6
50,0.3333333333333333,0.2981074122847526,Naive,0.13953488372093023,6
50,0.9411764705882353,0.37323442660940553,Approx,0.17543859649122806,34
50,1.0,0.490562911381127,Data Splitting,0.046511627906976744,2
50,0.3333333333333333,0.30091278864409937,Naive,0.13333333333333333,6
50,0.95,0.36194496149674793,Approx,0.29032258064516125,40
50,1.0,0.6071697488469685,Data Splitting,0.046511627906976744,2
50,0.5,0.30335638901153106,Naive,0.04545454545454545,4
50,0.8333333333333334,0.3581076165572887,Approx,0.037037037037037035,24
50,1.0,0.456323305833783,Data Splitting,0.04545454545454545,2
50,0.6666666666666666,0.28858028041291445,Naive,0.20408163265306123,12
50,1.0,0.3720571393212309,Approx,0.2711864406779661,32
50,1.0,0.5592987455781459,Data Splitting,0.04878048780487806,2
50,1.0,0.2757473748412384,Naive,0.04878048780487806,2
50,1.0,0.3304365953581958,Approx,0.0,8
50,1.0,0.4381054001066533,Data Splitting,0.04347826086956522,2
50,0.5,0.3024652453426634,Naive,0.0851063829787234,4
50,0.7,0.3615332895351117,Approx,0.18461538461538463,40
50,1.0,0.38777815044499625,Data Splitting,0.04347826086956522,2
50,0.5,0.2957122128345129,Naive,0.0851063829787234,4
50,0.9285714285714286,0.352183316800203,Approx,0.1694915254237288,28
50,1.0,0.5228230644234091,Data Splitting,0.1,4
50,0.0,0.31458653766114675,Naive,0.14634146341463414,6
50,0.875,0.3729502554954587,Approx,0.25925925925925924,32
50,1.0,0.48863864189710776,Data Splitting,0.04545454545454545,2
50,1.0,0.2916410504694755,Naive,0.08888888888888888,4
50,0.8421052631578947,0.3676925241898827,Approx,0.16129032258064516,38
50,1.0,0.6171073839502343,Data Splitting,0.046511627906976744,2
50,1.0,0.26990806497249764,Naive,0.21276595744680848,10
50,1.0,0.33388936419594795,Approx,0.22641509433962262,22
50,1.0,0.70155745207896,Data Splitting,0.04878048780487806,2
50,0.5,0.33657480706846854,Naive,0.09523809523809523,4
50,0.6875,0.3665677007686988,Approx,0.28571428571428575,32
50,1.0,0.5465936288942239,Data Splitting,0.046511627906976744,2
50,0.0,0.30843773799790886,Naive,0.0909090909090909,4
50,1.0,0.36451938347743396,Approx,0.22950819672131145,38
50,1.0,0.46085041564854745,Data Splitting,0.09756097560975609,4
50,0.3333333333333333,0.296736426263672,Naive,0.14285714285714288,6
50,0.8125,0.37325908578345546,Approx,0.2545454545454545,32
50,1.0,0.37741759087349325,Data Splitting,0.042553191489361694,2
50,0.3333333333333333,0.2802079299893346,Naive,0.12244897959183672,6
50,0.8571428571428571,0.35087976666274107,Approx,0.23333333333333334,28
50,1.0,0.5583045471100151,Data Splitting,0.05128205128205127,2
50,0.6666666666666666,0.29765959744185816,Naive,0.14634146341463414,6
50,0.7619047619047619,0.37172950266386584,Approx,0.3728813559322034,42
50,1.0,0.5526964690842869,Data Splitting,0.044444444444444446,2
50,0.8,0.2824805864205019,Naive,0.20408163265306123,10
50,0.9375,0.36065955745977485,Approx,0.26666666666666666,32
50,1.0,0.37955494123057837,Data Splitting,0.0625,2
50,0.0,0.296507161991799,Naive,0.0625,2
50,0.9166666666666666,0.37135553808276556,Approx,0.27906976744186046,24
50,0.0,0.38187374318183887,Data Splitting,0.047619047619047616,2
50,1.0,0.25862154294346784,Naive,0.09302325581395349,4
50,0.8333333333333334,0.3686558052544406,Approx,0.23728813559322035,36
50,0.0,0.3931750837208258,Data Splitting,0.0,2
50,1.0,0.27627188989514334,Naive,0.09523809523809523,4
50,1.0,0.35724148061772126,Approx,0.22641509433962265,26
50,0.5,0.5530683481597658,Data Splitting,0.04444444444444444,4
50,0.6,0.30358327525708484,Naive,0.20833333333333334,10
50,0.7777777777777778,0.3725706275836373,Approx,0.2622950819672131,36
50,1.0,0.4427249961359503,Data Splitting,0.052631578947368425,2
50,0.0,0.3308068973923318,Naive,0.052631578947368425,2
50,0.9333333333333333,0.3688835514081621,Approx,0.1923076923076923,30
50,1.0,0.5202345358348639,Data Splitting,0.05,2
50,0.8571428571428571,0.27995638166198894,Naive,0.30434782608695654,14
50,0.9565217391304348,0.37099077865256475,Approx,0.3548387096774194,46
50,1.0,0.4729098993712483,Data Splitting,0.052631578947368425,2
50,1.0,0.3007968883984074,Naive,0.15,6
50,1.0,0.38960267378762714,Approx,0.2692307692307693,30
50,1.0,0.4552295973471817,Data Splitting,0.09302325581395349,4
50,0.6666666666666666,0.30868734904582307,Naive,0.13636363636363635,6
50,0.9333333333333333,0.3557612351758201,Approx,0.17857142857142858,30
50,1.0,0.5195486721916854,Data Splitting,0.046511627906976744,2
50,0.0,0.2772479278681193,Naive,0.046511627906976744,2
50,0.75,0.3641988186476549,Approx,0.12,16
50,1.0,0.4617474771379473,Data Splitting,0.04545454545454545,2
50,0.75,0.2685913970390674,Naive,0.1702127659574468,8
50,0.8571428571428571,0.33829435063934105,Approx,0.24561403508771928,28
50,0.5,0.4792006255988596,Data Splitting,0.046511627906976744,4
50,0.8,0.27750876977809197,Naive,0.1739130434782609,10
50,0.9411764705882353,0.37605820938185575,Approx,0.24137931034482757,34
50,1.0,0.3712624748486191,Data Splitting,0.04166666666666667,2
50,1.0,0.30409399706911516,Naive,0.04166666666666667,2
50,0.6842105263157895,0.3670859691691388,Approx,0.15151515151515152,38
50,1.0,0.5707740502656703,Data Splitting,0.0,2
50,0.6666666666666666,0.2730520079317557,Naive,0.12244897959183672,6
50,0.9,0.3465360066416137,Approx,0.17857142857142855,20
50,1.0,0.5642017137630077,Data Splitting,0.04878048780487806,2
50,0.75,0.2728481375764472,Naive,0.18181818181818182,8
50,0.875,0.3644158332810634,Approx,0.28571428571428575,32
50,1.0,0.4370321006161608,Data Splitting,0.04878048780487806,2
50,0.0,0.29308022272120177,Naive,0.04878048780487806,2
50,1.0,0.34243223638719056,Approx,0.12244897959183673,18
50,0.5,0.5458775182830563,Data Splitting,0.0,4
50,0.5,0.2735846699286042,Naive,0.08888888888888888,4
50,0.9375,0.36927278671437663,Approx,0.23728813559322032,32
50,1.0,0.4311561345715064,Data Splitting,0.05128205128205127,2
50,1.0,0.27478904420312084,Naive,0.05128205128205127,2
50,0.9285714285714286,0.34612870518638283,Approx,0.2692307692307692,28
50,1.0,0.35759921023870833,Data Splitting,0.046511627906976744,2
50,1.0,0.25119511614062767,Naive,0.046511627906976744,2
50,1.0,0.3397871495054227,Approx,0.03773584905660377,22
50,1.0,0.46279502499463615,Data Splitting,0.047619047619047616,2
50,1.0,0.2753495765158002,Naive,0.13636363636363635,6
50,0.6363636363636364,0.3736807465247327,Approx,0.19230769230769232,22
50,1.0,0.5966272565643881,Data Splitting,0.05714285714285715,2
50,0.6666666666666666,0.298155617920657,Naive,0.1621621621621622,6
50,0.8,0.3589077794105736,Approx,0.2448979591836735,30
50,1.0,0.46778759467479425,Data Splitting,0.046511627906976744,2
50,0.0,0.33204773723083064,Naive,0.046511627906976744,2
50,0.8461538461538461,0.3517341939056945,Approx,0.10909090909090909,26
50,1.0,0.5625890859272619,Data Splitting,0.05882352941176471,2
50,0.5,0.3091925933782293,Naive,0.1142857142857143,4
50,0.8,0.3500450378148286,Approx,0.20833333333333331,30
50,1.0,0.40847315420926544,Data Splitting,0.046511627906976744,2
50,0.75,0.28881794974711666,Naive,0.17391304347826084,8
50,0.9285714285714286,0.3589714713867869,Approx,0.14285714285714285,28
50,1.0,0.4498111553622023,Data Splitting,0.047619047619047616,2
50,1.0,0.2721294591077492,Naive,0.21739130434782605,10
50,1.0,0.3464085525365901,Approx,0.2692307692307692,22
50,1.0,0.5430392464019745,Data Splitting,0.046511627906976744,2
50,1.0,0.2533094324464377,Naive,0.046511627906976744,2
50,0.9285714285714286,0.35279014759598565,Approx,0.17857142857142858,28
50,1.0,0.4539025307138815,Data Splitting,0.05128205128205127,2
50,0.0,0.29543555442376024,Naive,0.1,4
50,0.7,0.3491723766240099,Approx,0.16666666666666666,20
50,1.0,0.435410717628695,Data Splitting,0.047619047619047616,2
50,0.0,0.29533672084205714,Naive,0.047619047619047616,2
50,1.0,0.36663184550322897,Approx,0.21428571428571425,30
50,1.0,0.3972504039385384,Data Splitting,0.047619047619047616,2
50,1.0,0.27323980573210804,Naive,0.09302325581395349,4
50,0.9230769230769231,0.3525258504936855,Approx,0.18518518518518517,26
50,1.0,0.40739810729942794,Data Splitting,0.04545454545454545,2
50,0.0,0.2978469665543164,Naive,0.04545454545454545,2
50,0.8,0.3732665787530628,Approx,0.2641509433962264,20
50,1.0,0.430400202151865,Data Splitting,0.042553191489361694,2
50,1.0,0.2790846013999274,Naive,0.19607843137254902,10
50,0.8666666666666667,0.38730617635398773,Approx,0.22950819672131148,30
50,0.0,0.774626603546458,Data Splitting,0.04878048780487806,2
50,0.3333333333333333,0.30594329665464515,Naive,0.09302325581395349,6
50,0.6666666666666666,0.3581678682987939,Approx,0.1923076923076923,24
50,1.0,0.4198588266737849,Data Splitting,0.05405405405405406,2
50,0.3333333333333333,0.2904058136981969,Naive,0.15384615384615385,6
50,0.9444444444444444,0.36057993735175464,Approx,0.40740740740740744,36
50,1.0,0.47920856877035656,Data Splitting,0.05128205128205127,2
50,1.0,0.2498476693375713,Naive,0.05128205128205127,2
50,0.8947368421052632,0.3420025620003851,Approx,0.2807017543859649,38
50,1.0,0.56331890563705,Data Splitting,0.047619047619047616,2
50,0.6666666666666666,0.2850354291083286,Naive,0.0909090909090909,6
50,0.9,0.3857375807968704,Approx,0.19607843137254902,20
50,1.0,0.5780101154427788,Data Splitting,0.0,2
50,1.0,0.2708963771040237,Naive,0.20512820512820512,8
50,1.0,0.3505580794089184,Approx,0.27999999999999997,30
50,1.0,0.5194823502069136,Data Splitting,0.047619047619047616,2
50,1.0,0.27999711334969696,Naive,0.09302325581395349,4
50,0.9,0.3645882160431608,Approx,0.11764705882352941,20
50,1.0,0.5175761225909961,Data Splitting,0.08695652173913045,4
50,0.5,0.2827248695774726,Naive,0.08695652173913045,4
50,0.9166666666666666,0.34563421997397303,Approx,0.14285714285714288,24
50,0.0,0.7140848627115138,Data Splitting,0.052631578947368425,2
50,0.6666666666666666,0.29756434158745143,Naive,0.15,6
50,0.875,0.37000196920946504,Approx,0.3018867924528302,32
50,1.0,0.45215949374698894,Data Splitting,0.0909090909090909,4
50,0.6,0.2804055532319984,Naive,0.21276595744680848,10
50,0.8095238095238095,0.3489661873766917,Approx,0.3174603174603175,42
50,1.0,0.5143677944783105,Data Splitting,0.0,2
50,1.0,0.2601138331885639,Naive,0.044444444444444446,2
50,1.0,0.36328067609494535,Approx,0.20689655172413793,28
50,1.0,0.7518493709870766,Data Splitting,0.04081632653061225,2
50,0.5,0.2838930260179269,Naive,0.07999999999999999,4
50,1.0,0.3608788893311263,Approx,0.19047619047619047,30
50,1.0,0.539495620560091,Data Splitting,0.052631578947368425,2
50,0.6666666666666666,0.29895289347040466,Naive,0.1,6
50,0.75,0.36692358368319905,Approx,0.20408163265306126,24
50,1.0,0.4078491559597329,Data Splitting,0.044444444444444446,2
50,1.0,0.25717753507019997,Naive,0.044444444444444446,2
50,0.9,0.36441813282213936,Approx,0.037037037037037035,20
50,1.0,0.4404064668384502,Data Splitting,0.0,2
50,0.0,0.29958565549301264,Naive,0.05,2
50,0.9333333333333333,0.3490742373512807,Approx,0.14814814814814814,30
50,1.0,0.42254022528118695,Data Splitting,0.05,2
50,1.0,0.25081468827672004,Naive,0.05,2
50,0.9642857142857143,0.374704978983193,Approx,0.3582089552238806,56
50,1.0,0.4199108332043307,Data Splitting,0.04347826086956522,2
50,1.0,0.2858015399501338,Naive,0.04347826086956522,2
50,0.8333333333333334,0.3678541327329314,Approx,0.12698412698412698,36
50,1.0,0.5897025751076866,Data Splitting,0.047619047619047616,2
50,1.0,0.26454004032679457,Naive,0.09302325581395349,4
50,0.9333333333333333,0.3727626044128635,Approx,0.21428571428571425,30
50,1.0,0.38082856582480257,Data Splitting,0.05714285714285715,2
50,1.0,0.2686426886966062,Naive,0.05714285714285715,2
50,0.8461538461538461,0.3502568330799631,Approx,0.25531914893617025,26
50,1.0,0.5144680102201555,Data Splitting,0.05555555555555556,2
50,1.0,0.26992460163110804,Naive,0.05555555555555556,2
50,0.9090909090909091,0.3809527897227389,Approx,0.17391304347826086,22
50,1.0,0.46753984636711704,Data Splitting,0.05405405405405406,2
50,1.0,0.27407471726868615,Naive,0.15384615384615385,6
50,0.6666666666666666,0.36202278693248907,Approx,0.11764705882352941,30
50,0.0,0.7220352559002498,Data Splitting,0.04545454545454545,2
50,0.6666666666666666,0.30242855207859987,Naive,0.13043478260869565,6
50,0.6666666666666666,0.3555695908277916,Approx,0.2545454545454546,24
50,1.0,0.43097952307485793,Data Splitting,0.05405405405405406,2
50,0.5,0.2651208987662653,Naive,0.10526315789473684,4
50,0.9230769230769231,0.3589121525375241,Approx,0.20408163265306123,26
50,0.0,0.6331496986156576,Data Splitting,0.0,2
50,0.5,0.2748492426520787,Naive,0.08888888888888888,4
50,0.8823529411764706,0.364190349755333,Approx,0.2,34
50,1.0,0.48707395204935544,Data Splitting,0.05714285714285715,2
50,0.0,0.2879554757964983,Naive,0.05555555555555555,4
50,0.9333333333333333,0.3644196767998414,Approx,0.12244897959183675,30
50,1.0,0.45950636391434946,Data Splitting,0.04545454545454545,2
50,1.0,0.27559293311273103,Naive,0.04545454545454545,2
50,0.9166666666666666,0.3715571558046837,Approx,0.32727272727272727,24
50,1.0,0.5401157987080581,Data Splitting,0.05,2
50,0.3333333333333333,0.2812310462604557,Naive,0.14285714285714288,6
50,1.0,0.3569222868123347,Approx,0.14545454545454548,32
50,0.5,0.6129221791406723,Data Splitting,0.04444444444444444,4
50,0.3333333333333333,0.3002769959945308,Naive,0.13043478260869565,6
50,0.9,0.3768041639290386,Approx,0.18867924528301888,20
50,1.0,0.5194840483769891,Data Splitting,0.0,2
50,0.25,0.29751687838513674,Naive,0.16216216216216214,8
50,0.8636363636363636,0.363426393740271,Approx,0.18181818181818182,44
50,1.0,0.42694039281024254,Data Splitting,0.07272727272727272,4
50,0.5,0.2712828097199226,Naive,0.07272727272727272,4
50,0.8666666666666667,0.34733804669632046,Approx,0.23529411764705882,30
50,1.0,0.40178289855425486,Data Splitting,0.0,2
50,1.0,0.23683852367716726,Naive,0.05,2
50,0.9333333333333333,0.35803114034269273,Approx,0.14814814814814814,30
50,1.0,0.4756842775319633,Data Splitting,0.05128205128205127,2
50,0.5,0.2821143276603111,Naive,0.1,4
50,0.9230769230769231,0.3569540750321761,Approx,0.1568627450980392,26
50,1.0,0.43079369329032385,Data Splitting,0.046511627906976744,2
50,0.0,0.32150902356790717,Naive,0.0909090909090909,4
50,0.8666666666666667,0.3697794822642409,Approx,0.21052631578947364,30
50,1.0,0.5429115264175117,Data Splitting,0.04878048780487806,2
50,0.0,0.3354890668713211,Naive,0.04878048780487806,2
50,0.8,0.3630416883640574,Approx,0.21818181818181814,30
50,1.0,0.5148191232468313,Data Splitting,0.05,2
50,1.0,0.28238982557549663,Naive,0.09756097560975609,4
50,0.9375,0.36688947804920125,Approx,0.14545454545454548,32
50,1.0,0.6825668498104005,Data Splitting,0.05128205128205127,2
50,0.0,0.3401823520962212,Naive,0.05128205128205127,2
50,0.9090909090909091,0.3525153331535227,Approx,0.08163265306122448,22
50,1.0,0.4601695907760709,Data Splitting,0.05405405405405406,2
50,1.0,0.2665710810721118,Naive,0.15384615384615385,6
50,0.9473684210526315,0.36518376212532727,Approx,0.2181818181818182,38
50,1.0,0.43869864019469856,Data Splitting,0.04878048780487806,2
50,1.0,0.2695149472204156,Naive,0.04878048780487806,2
50,0.95,0.36486651618205534,Approx,0.16666666666666666,40
50,1.0,0.5113525353733099,Data Splitting,0.05714285714285715,2
50,1.0,0.26469234225667193,Naive,0.05714285714285715,2
50,1.0,0.35060806591177485,Approx,0.14634146341463417,14
50,1.0,0.5414284419107442,Data Splitting,0.05405405405405405,4
50,1.0,0.30009329754013186,Naive,0.15789473684210528,6
50,0.8636363636363636,0.3722476340255494,Approx,0.2807017543859649,44
50,0.0,0.2825107652998519,Data Splitting,0.05128205128205127,2
50,0.0,0.3579046383015611,Naive,0.05128205128205127,2
50,0.875,0.35879892300110394,Approx,0.22222222222222218,32
50,0.6666666666666666,0.4637011627918756,Data Splitting,0.14634146341463414,6
50,1.0,0.29661301178272415,Naive,0.1,4
50,0.6666666666666666,0.34575700374538937,Approx,0.16,24
50,1.0,0.5358878533981362,Data Splitting,0.0,2
50,0.5,0.30202255535629063,Naive,0.0909090909090909,4
50,0.6666666666666666,0.35951766155317455,Approx,0.2,36
50,1.0,0.5677631508552551,Data Splitting,0.04545454545454545,2
50,1.0,0.29435828043430234,Naive,0.04545454545454545,2
50,0.9230769230769231,0.3685105144421532,Approx,0.17857142857142855,26
50,0.0,0.6107468028597588,Data Splitting,0.04878048780487806,2
50,0.75,0.2712621941788833,Naive,0.18181818181818182,8
50,0.8461538461538461,0.3482302441809408,Approx,0.2641509433962264,26
50,1.0,0.5541839361935752,Data Splitting,0.04166666666666667,2
50,1.0,0.2783868158406301,Naive,0.08163265306122448,4
50,0.9285714285714286,0.3533840355850276,Approx,0.13114754098360654,28
50,1.0,0.42199915825496226,Data Splitting,0.04081632653061225,2
50,0.8,0.29558314631878413,Naive,0.18867924528301885,10
50,0.7333333333333333,0.3673947815597583,Approx,0.25396825396825395,30
50,1.0,0.5910698157277392,Data Splitting,0.05405405405405406,2
50,0.0,0.34987692790876007,Naive,0.05405405405405406,2
50,0.8666666666666667,0.35822075606875803,Approx,0.19607843137254902,30
50,1.0,0.44904864922954246,Data Splitting,0.052631578947368425,2
50,0.5,0.3019082197719093,Naive,0.10256410256410257,4
50,0.9285714285714286,0.39361872976715756,Approx,0.3137254901960784,28
